리뷰 No.,제품 ID,제품명,닉네임,피부 타입,피부 고민,작성 시간,별점 (0/5),리뷰 내용,태그,평균 별점 (제품별),사진1(선택),사진1(선택),사진3(선택)
718,47,마다가스카르 리얼 수분크림,부지런한하마415,건성,"민감성, 보습, 여드름",2026.02.07,5,'마다가스카르 리얼 수분크림' 사용 후기예요. 가볍게 발려요. 가격도 합리적이라 좋았어요.,"적은 유분감, 산뜻함 끈적임 적음, 가벼움",4.21,,,
719,47,마다가스카르 리얼 수분크림,말랑한알파카296,건성,여드름,2025.03.23,4,흡수가 빨라서 좋아요.,"빠른 흡수, 가벼움, 산뜻함 끈적임 적음",4.21,https://drive.google.com/file/d/1uvX7BHvE0UA1yAJvNaW4Ney_lFmdsA87/view?usp=drive_link,https://drive.google.com/file/d/13TCVty_fL5N_B9AcJd9LUnYETdTtjYue/view?usp=drive_link,
720,48,엑토덤 액티브 베리어 크림,활발한곰돌이418,건성,보습,2025.11.11,3,발림성이 정말 좋아요. 흡수가 빨라서 좋아요. 그냥 무난하게 쓰고 있어요.,"겉돌지 않음, 빠른 흡수, 발림성",3.67,,,
721,48,엑토덤 액티브 베리어 크림,촉촉한두더지992,수부지,"보습, 탄력/주름",2026.05.03,2,발림성이 정말 좋아요. 겉돌지 않고 잘 스며들어요. 기대만큼은 아니었어요.,"빠른 흡수, 발림성, 겉돌지 않음",3.67,https://drive.google.com/file/d/13TCVty_fL5N_B9AcJd9LUnYETdTtjYue/view?usp=drive_link,,
722,48,엑토덤 액티브 베리어 크림,몽글몽글한두더지948,수부지,"보습, 탄력/주름",2026.06.10,4,'엑토덤 액티브 베리어 크림' 사용 후기예요. 흡수가 빨라서 좋아요. 발림성이 정말 좋아요. 겉돌지 않고 잘 스며들어요. 재구매 의사 있어요!,"발림성, 겉돌지 않음, 빠른 흡수",3.67,,,
723,48,엑토덤 액티브 베리어 크림,용감한다람쥐912,건성,"보습, 탄력/주름",2025.12.28,4,겉돌지 않고 잘 스며들어요. 발림성이 정말 좋아요. 재구매는 고민중이에요.,"발림성, 겉돌지 않음, 빠른 흡수",3.67,https://drive.google.com/file/d/15GRqQfCILjIOGRYtKQsUZWGYNBNlynYI/view?usp=drive_link,,
724,48,엑토덤 액티브 베리어 크림,배부른하마650,수부지,보습,2025.07.16,4,'엑토덤 액티브 베리어 크림' 사용 후기예요. 겉돌지 않고 잘 스며들어요. 흡수가 빨라서 좋아요.,"빠른 흡수, 겉돌지 않음, 발림성",3.67,,,
725,48,엑토덤 액티브 베리어 크림,익명의코알라128,수부지,"탄력/주름, 보습",2025.11.08,5,'엑토덤 액티브 베리어 크림' 사용 후기예요. 발림성이 정말 좋아요. 추천하고 싶어요.,"겉돌지 않음, 발림성, 빠른 흡수",3.67,,,
726,49,시카비오 크림+,부드러운고슴도치608,건성,"보습, 민감성",2026.03.30,3,'시카비오 크림+' 사용 후기예요. 윤광이 돌아서 피부가 화사해 보여요. 재구매는 고민중이에요.,윤광,4.18,https://drive.google.com/file/d/15GRqQfCILjIOGRYtKQsUZWGYNBNlynYI/view?usp=drive_link,,
727,49,시카비오 크림+,잠많은다람쥐663,건성,"보습, 민감성, 여드름",2026.07.18,5,'시카비오 크림+' 사용 후기예요. 윤광이 돌아서 피부가 화사해 보여요.,윤광,4.18,https://drive.google.com/file/d/1SUqbqJR8Y1pLJ2Ky20fDAm7n_XeyZ3Tu/view?usp=drive_link,https://drive.google.com/file/d/1YGnjAS_0imBEvyixy1Q7HYkGfoPru6OX/view?usp=drive_link,
728,49,시카비오 크림+,부드러운두더지762,건성,"민감성, 보습, 피지/블랙헤드",2025.05.17,3,윤광이 돌아서 피부가 화사해 보여요. 재구매는 고민중이에요.,윤광,4.18,https://drive.google.com/file/d/179Y6CDPKyzYvJ44cQ4f0InNAtV9ZZc7F/view?usp=drive_link,,
729,49,시카비오 크림+,산뜻한수달964,건성,"보습, 민감성",2025.08.18,4,윤광이 돌아서 피부가 화사해 보여요. 재구매 의사 있어요!,윤광,4.18,https://drive.google.com/file/d/15GRqQfCILjIOGRYtKQsUZWGYNBNlynYI/view?usp=drive_link,https://drive.google.com/file/d/1YGnjAS_0imBEvyixy1Q7HYkGfoPru6OX/view?usp=drive_link,
730,49,시카비오 크림+,촉촉한부엉이865,건성,민감성,2026.02.03,5,윤광이 돌아서 피부가 화사해 보여요. 재구매 의사 있어요!,윤광,4.18,https://drive.google.com/file/d/13TCVty_fL5N_B9AcJd9LUnYETdTtjYue/view?usp=drive_link,https://drive.google.com/file/d/1lne1VHIt9sHC-MFp2o0z9QuyjG6G_HfI/view?usp=drive_link,
731,49,시카비오 크림+,소심한문어462,건성,"민감성, 모공",2025.08.27,4,윤광이 돌아서 피부가 화사해 보여요. 가격도 합리적이라 좋았어요.,윤광,4.18,https://drive.google.com/file/d/1UrD3JSDNPqJrt425mPP5hXvrRIgLiWll/view?usp=drive_link,,
732,49,시카비오 크림+,행복한오리794,건성,"민감성, 보습",2025.02.20,4,'시카비오 크림+' 사용 후기예요. 윤광이 돌아서 피부가 화사해 보여요.,윤광,4.18,,,
733,49,시카비오 크림+,엉뚱발랄한판다81,건성,"보습, 민감성",2025.01.14,4,'시카비오 크림+' 사용 후기예요. 윤광이 돌아서 피부가 화사해 보여요.,윤광,4.18,https://drive.google.com/file/d/1SUqbqJR8Y1pLJ2Ky20fDAm7n_XeyZ3Tu/view?usp=drive_link,,
734,49,시카비오 크림+,소심한벌새708,건성,"보습, 민감성",2026.07.27,5,'시카비오 크림+' 사용 후기예요. 윤광이 돌아서 피부가 화사해 보여요.,윤광,4.18,https://drive.google.com/file/d/1lYUCzB6Ho7zOd6u8PeOXRLaq3KeVrP27/view?usp=drive_link,,
735,49,시카비오 크림+,상냥한앵무새35,건성,"민감성, 보습",2026.02.01,5,'시카비오 크림+' 사용 후기예요. 윤광이 돌아서 피부가 화사해 보여요. 가격도 합리적이라 좋았어요.,윤광,4.18,https://drive.google.com/file/d/1kOm7JJo4YGrOxlIVRuKYclzj0IqtTRj4/view?usp=drive_link,https://drive.google.com/file/d/1x9l_Te_AvoJlghVrq0oifo1qMtyM1RHr/view?usp=drive_link,
736,49,시카비오 크림+,부지런한문어632,건성,민감성,2026.07.17,5,윤광이 돌아서 피부가 화사해 보여요.,윤광,4.18,https://drive.google.com/file/d/1uvX7BHvE0UA1yAJvNaW4Ney_lFmdsA87/view?usp=drive_link,https://drive.google.com/file/d/1lne1VHIt9sHC-MFp2o0z9QuyjG6G_HfI/view?usp=drive_link,
737,49,시카비오 크림+,조용한곰돌이267,건성,"민감성, 보습",2025.11.12,4,'시카비오 크림+' 사용 후기예요. 윤광이 돌아서 피부가 화사해 보여요. 재구매는 고민중이에요.,윤광,4.18,,,
738,49,시카비오 크림+,배부른얼룩말110,건성,"민감성, 보습, 여드름",2026.03.04,5,윤광이 돌아서 피부가 화사해 보여요. 재구매 의사 있어요!,윤광,4.18,,,
739,49,시카비오 크림+,잠많은사자626,건성,민감성,2025.06.21,4,윤광이 돌아서 피부가 화사해 보여요. 가격도 합리적이라 좋았어요.,윤광,4.18,https://drive.google.com/file/d/13TCVty_fL5N_B9AcJd9LUnYETdTtjYue/view?usp=drive_link,https://drive.google.com/file/d/15GRqQfCILjIOGRYtKQsUZWGYNBNlynYI/view?usp=drive_link,
740,49,시카비오 크림+,상큼한사자401,건성,민감성,2026.02.17,3,윤광이 돌아서 피부가 화사해 보여요. 재구매는 고민중이에요.,윤광,4.18,https://drive.google.com/file/d/15GRqQfCILjIOGRYtKQsUZWGYNBNlynYI/view?usp=drive_link,,
741,49,시카비오 크림+,씩씩한해달939,건성,"민감성, 보습",2025.10.20,5,'시카비오 크림+' 사용 후기예요. 윤광이 돌아서 피부가 화사해 보여요. 추천하고 싶어요.,윤광,4.18,https://drive.google.com/file/d/1SUqbqJR8Y1pLJ2Ky20fDAm7n_XeyZ3Tu/view?usp=drive_link,,
742,49,시카비오 크림+,부지런한라쿤510,건성,"민감성, 보습, 모공",2026.03.09,3,'시카비오 크림+' 사용 후기예요. 윤광이 돌아서 피부가 화사해 보여요. 나쁘지 않아요.,윤광,4.18,https://drive.google.com/file/d/1lne1VHIt9sHC-MFp2o0z9QuyjG6G_HfI/view?usp=drive_link,,
743,51,자작나무 수분 크림,배부른거북이41,수부지,보습,2025.06.25,5,'자작나무 수분 크림' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 가볍게 발려요.,"끈적임 적음, 저자극, 가벼움",4.3,https://drive.google.com/file/d/1YGnjAS_0imBEvyixy1Q7HYkGfoPru6OX/view?usp=drive_link,,
744,51,자작나무 수분 크림,평범한문어189,수부지,보습,2025.05.30,5,'자작나무 수분 크림' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 산뜻하게 발려서 좋아요. 가볍게 발려요.,"가벼움, 산뜻함, 저자극, 끈적임 적음",4.3,https://drive.google.com/file/d/1mjlJ-KPW00rIVQ4636mMbVhFblVVDrNd/view?usp=drive_link,https://drive.google.com/file/d/13TCVty_fL5N_B9AcJd9LUnYETdTtjYue/view?usp=drive_link,
745,51,자작나무 수분 크림,느긋한고슴도치896,수부지,보습,2026.03.10,5,가볍게 발려요. 다음에도 또 살 것 같아요.,"가벼움, 끈적임 적음, 저자극, 산뜻함",4.3,,,
746,51,자작나무 수분 크림,배부른하마301,수부지,보습,2026.08.13,5,'자작나무 수분 크림' 사용 후기예요. 가볍게 발려요. 산뜻하게 발려서 좋아요. 추천하고 싶어요.,"산뜻함, 끈적임 적음, 저자극, 가벼움",4.3,https://drive.google.com/file/d/13TCVty_fL5N_B9AcJd9LUnYETdTtjYue/view?usp=drive_link,,
747,51,자작나무 수분 크림,조용한다람쥐167,수부지,보습,2025.03.19,5,저자극이라 편하게 쓸 수 있었어요. 가볍게 발려요. 끈적임이 적어서 좋아요. 재구매 의사 있어요!,"끈적임 적음, 저자극, 산뜻함, 가벼움",4.3,,,
748,51,자작나무 수분 크림,잠많은병아리261,수부지,보습,2025.01.08,4,'자작나무 수분 크림' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요.,"저자극, 가벼움, 끈적임 적음, 산뜻함",4.3,https://drive.google.com/file/d/15GRqQfCILjIOGRYtKQsUZWGYNBNlynYI/view?usp=drive_link,https://drive.google.com/file/d/1M5A-262-r4HraoIzdtYEK1Jiw45w6VdE/view?usp=drive_link,
749,51,자작나무 수분 크림,대담한고양이88,수부지,보습,2026.07.27,3,끈적임이 적어서 좋아요. 가볍게 발려요. 산뜻하게 발려서 좋아요. 그냥 무난하게 쓰고 있어요.,"끈적임 적음, 저자극, 산뜻함, 가벼움",4.3,,,
750,51,자작나무 수분 크림,새침한기린197,수부지,보습,2025.12.28,4,산뜻하게 발려서 좋아요. 끈적임이 적어서 좋아요. 가볍게 발려요. 만족스러운 소비였어요.,"산뜻함, 저자극, 끈적임 적음, 가벼움",4.3,https://drive.google.com/file/d/1M5A-262-r4HraoIzdtYEK1Jiw45w6VdE/view?usp=drive_link,,
751,51,자작나무 수분 크림,대담한토끼533,수부지,보습,2026.06.27,5,'자작나무 수분 크림' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 가볍게 발려요. 추천하고 싶어요.,"산뜻함, 가벼움, 저자극",4.3,,,
752,51,자작나무 수분 크림,대담한곰돌이447,수부지,보습,2026.01.15,5,가볍게 발려요. 산뜻하게 발려서 좋아요. 끈적임이 적어서 좋아요. 추천하고 싶어요.,"끈적임 적음, 가벼움, 산뜻함",4.3,https://drive.google.com/file/d/1M5A-262-r4HraoIzdtYEK1Jiw45w6VdE/view?usp=drive_link,,
753,51,자작나무 수분 크림,게으른물개669,수부지,보습,2025.09.03,4,'자작나무 수분 크림' 사용 후기예요. 끈적임이 적어서 좋아요. 가격도 합리적이라 좋았어요.,"산뜻함, 끈적임 적음, 저자극",4.3,,,
754,51,자작나무 수분 크림,상냥한펭귄282,수부지,"보습, 여드름",2026.07.02,4,저자극이라 편하게 쓸 수 있었어요. 가격도 합리적이라 좋았어요.,"산뜻함, 저자극",4.3,,,
755,51,자작나무 수분 크림,평범한여우880,수부지,"보습, 여드름",2025.10.02,4,'자작나무 수분 크림' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 가볍게 발려요. 끈적임이 적어서 좋아요.,"저자극, 가벼움, 끈적임 적음",4.3,https://drive.google.com/file/d/1M5A-262-r4HraoIzdtYEK1Jiw45w6VdE/view?usp=drive_link,https://drive.google.com/file/d/1uvX7BHvE0UA1yAJvNaW4Ney_lFmdsA87/view?usp=drive_link,
756,51,자작나무 수분 크림,조용한거북이961,수부지,보습,2025.04.03,4,'자작나무 수분 크림' 사용 후기예요. 가볍게 발려요. 끈적임이 적어서 좋아요. 만족스러운 소비였어요.,"끈적임 적음, 가벼움",4.3,https://drive.google.com/file/d/1uvX7BHvE0UA1yAJvNaW4Ney_lFmdsA87/view?usp=drive_link,,
757,51,자작나무 수분 크림,조용한다람쥐655,수부지,보습,2026.01.08,5,'자작나무 수분 크림' 사용 후기예요. 끈적임이 적어서 좋아요. 가볍게 발려요. 재구매 의사 있어요!,"끈적임 적음, 가벼움, 저자극",4.3,https://drive.google.com/file/d/1M5A-262-r4HraoIzdtYEK1Jiw45w6VdE/view?usp=drive_link,,
758,51,자작나무 수분 크림,든든한알파카297,수부지,보습,2025.12.23,5,가볍게 발려요. 끈적임이 적어서 좋아요. 저자극이라 편하게 쓸 수 있었어요. 가격도 합리적이라 좋았어요.,"가벼움, 산뜻함, 저자극, 끈적임 적음",4.3,,,
759,51,자작나무 수분 크림,게으른나비72,수부지,보습,2026.01.29,3,가볍게 발려요. 끈적임이 적어서 좋아요. 산뜻하게 발려서 좋아요. 나쁘지 않아요.,"가벼움, 끈적임 적음, 산뜻함",4.3,,,
760,51,자작나무 수분 크림,배부른여우910,수부지,보습,2025.03.15,5,끈적임이 적어서 좋아요. 만족스러운 소비였어요.,"저자극, 끈적임 적음, 산뜻함, 가벼움",4.3,,,
761,51,자작나무 수분 크림,부드러운알파카276,수부지,보습,2025.04.01,5,가볍게 발려요. 끈적임이 적어서 좋아요. 추천하고 싶어요.,"저자극, 끈적임 적음, 가벼움",4.3,,,
762,51,자작나무 수분 크림,느긋한강아지126,수부지,보습,2025.05.08,4,'자작나무 수분 크림' 사용 후기예요. 가볍게 발려요. 끈적임이 적어서 좋아요. 가격도 합리적이라 좋았어요.,"끈적임 적음, 가벼움, 산뜻함",4.3,https://drive.google.com/file/d/1uvX7BHvE0UA1yAJvNaW4Ney_lFmdsA87/view?usp=drive_link,https://drive.google.com/file/d/15a_nX6SX7SPu1OjXn21OIbEzh4gTDZAb/view?usp=drive_link,
763,51,자작나무 수분 크림,엉뚱발랄한토끼92,수부지,보습,2025.07.19,1,'자작나무 수분 크림' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요.,"가벼움, 저자극, 산뜻함",4.3,https://drive.google.com/file/d/1YGnjAS_0imBEvyixy1Q7HYkGfoPru6OX/view?usp=drive_link,,
764,51,자작나무 수분 크림,활발한오리928,수부지,보습,2025.01.05,4,산뜻하게 발려서 좋아요.,"산뜻함, 가벼움",4.3,,,
765,51,자작나무 수분 크림,반짝이는라쿤337,수부지,보습,2025.06.05,4,산뜻하게 발려서 좋아요.,"가벼움, 산뜻함, 끈적임 적음, 저자극",4.3,https://drive.google.com/file/d/15a_nX6SX7SPu1OjXn21OIbEzh4gTDZAb/view?usp=drive_link,,
766,51,자작나무 수분 크림,촉촉한두더지594,수부지,보습,2026.06.03,5,'자작나무 수분 크림' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 가볍게 발려요.,"가벼움, 끈적임 적음, 저자극",4.3,,,
767,51,자작나무 수분 크림,느긋한알파카639,수부지,보습,2025.04.24,3,끈적임이 적어서 좋아요. 재구매는 고민중이에요.,"저자극, 산뜻함, 끈적임 적음",4.3,https://drive.google.com/file/d/15a_nX6SX7SPu1OjXn21OIbEzh4gTDZAb/view?usp=drive_link,,
768,51,자작나무 수분 크림,촉촉한토끼388,수부지,보습,2026.08.31,5,저자극이라 편하게 쓸 수 있었어요. 다음에도 또 살 것 같아요.,"저자극, 산뜻함, 끈적임 적음, 가벼움",4.3,,,
769,51,자작나무 수분 크림,잠많은고슴도치550,수부지,"보습, 민감성",2026.04.09,4,'자작나무 수분 크림' 사용 후기예요. 끈적임이 적어서 좋아요. 가볍게 발려요. 저자극이라 편하게 쓸 수 있었어요.,"저자극, 끈적임 적음, 산뜻함, 가벼움",4.3,,,
770,51,자작나무 수분 크림,상큼한문어444,수부지,보습,2026.05.04,4,'자작나무 수분 크림' 사용 후기예요. 끈적임이 적어서 좋아요. 재구매는 고민중이에요.,"끈적임 적음, 산뜻함, 가벼움",4.3,,,
771,51,자작나무 수분 크림,자유로운물개235,수부지,보습,2025.07.13,5,'자작나무 수분 크림' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 끈적임이 적어서 좋아요. 만족스러운 소비였어요.,"끈적임 적음, 저자극, 산뜻함",4.3,https://drive.google.com/file/d/1YGnjAS_0imBEvyixy1Q7HYkGfoPru6OX/view?usp=drive_link,,
772,51,자작나무 수분 크림,부드러운토끼912,수부지,보습,2025.05.11,5,가볍게 발려요. 산뜻하게 발려서 좋아요. 다음에도 또 살 것 같아요.,"저자극, 산뜻함, 가벼움, 끈적임 적음",4.3,,,
773,52,그린 콜라겐 아이크림 포 페이스,익명의고슴도치532,건성,탄력/주름,2026.01.22,4,재구매는 고민중이에요.,"발림성, 쫀쫀함, 빠른 흡수, 저작극",4.36,,,
774,52,그린 콜라겐 아이크림 포 페이스,부드러운호랑이77,복합성,탄력/주름,2026.08.19,3,쫀쫀한 텍스처가 마음에 들어요. 나쁘지 않아요.,"저작극, 빠른 흡수, 쫀쫀함",4.36,,,
775,52,그린 콜라겐 아이크림 포 페이스,씩씩한부엉이223,복합성,탄력/주름,2026.05.29,5,발림성이 정말 좋아요. 다음에도 또 살 것 같아요.,"발림성, 쫀쫀함",4.36,,,
776,52,그린 콜라겐 아이크림 포 페이스,엉뚱발랄한펭귄954,복합성,탄력/주름,2026.01.17,5,흡수가 빨라서 좋아요. 쫀쫀한 텍스처가 마음에 들어요. 재구매 의사 있어요!,"빠른 흡수, 쫀쫀함, 저작극",4.36,https://drive.google.com/file/d/1YGnjAS_0imBEvyixy1Q7HYkGfoPru6OX/view?usp=drive_link,,
777,52,그린 콜라겐 아이크림 포 페이스,느긋한펭귄377,건성,없음,2026.08.31,5,'그린 콜라겐 아이크림 포 페이스' 사용 후기예요. 쫀쫀한 텍스처가 마음에 들어요. 발림성이 정말 좋아요. 추천하고 싶어요.,"저작극, 쫀쫀함, 발림성",4.36,,,
778,52,그린 콜라겐 아이크림 포 페이스,자유로운호랑이872,복합성,탄력/주름,2025.06.09,4,발림성이 정말 좋아요. 만족스러운 소비였어요.,"쫀쫀함, 빠른 흡수, 발림성, 저작극",4.36,https://drive.google.com/file/d/1pENfa0k5k0x5p-OEWdsLLnnzvacGKTRa/view?usp=drive_link,,
779,52,그린 콜라겐 아이크림 포 페이스,산뜻한알파카278,복합성,탄력/주름,2026.05.14,5,다음에도 또 살 것 같아요.,"쫀쫀함, 저작극, 빠른 흡수",4.36,https://drive.google.com/file/d/1YGnjAS_0imBEvyixy1Q7HYkGfoPru6OX/view?usp=drive_link,https://drive.google.com/file/d/1lYUCzB6Ho7zOd6u8PeOXRLaq3KeVrP27/view?usp=drive_link,
